"","logFC","logCPM","F","PValue","FDR"
"OTUD6B-AS1",0.243060275627014,3.24517669613347,4.18284184437023,0.0582745389378211,0.195147373045839
"TESK1",-0.436259430291814,1.37638807044491,4.1826712324391,0.0582804690432969,0.195147373045839
"IL23A",0.689765620904917,0.202802343111153,4.18227186881328,0.0583000703909861,0.195175580745283
"CROT",0.33112616375326,2.96575253413786,4.18086011443987,0.0583276362164894,0.195230435808384
"GSTZ1",-0.212462920125779,4.53479320955753,4.17967953234681,0.0583590212949429,0.195294360831371
"ATF4",-0.208885472632724,8.39174821842537,4.17906093966994,0.0583755866670086,0.195294360831371
"PLCXD1",-0.262484203240278,4.87553205886648,4.17888592780847,0.0583802865387559,0.195294360831371
"CTD-2410N18.3",-0.425495668542517,1.3704604300742,4.17827408272819,0.0583982577830828,0.195317061369123
"LSM6",0.193423047987406,4.85623993230812,4.17696194272122,0.0584318913822898,0.195392127023658
"FTO",-0.189735623026474,5.63570889246513,4.17123735657644,0.0585857457901782,0.195869096876908
"CAMKMT",-0.194001386002835,5.01499976186819,4.16968940767602,0.0586274357308319,0.195963702427988
"CENPK",0.205212132205543,5.38115255376924,4.16895178957224,0.05864730914583,0.195963702427988
"ZNF184",0.206479756168147,4.90838900427971,4.16893706776445,0.0586477098206771,0.195963702427988
"C14orf142",0.213601273109952,4.23339966797557,4.16828895712221,0.0586651933700981,0.195984619596069
"RN7SL5P",0.59093671634334,4.30097560551311,4.16683323036676,0.058704496163975,0.195999275712124
"ZNF783",-0.334644204563691,3.34508237865588,4.16675542586868,0.0587067235797983,0.195999275712124
"PCDHA13",0.420855864713962,1.23527785398626,4.16628886401407,0.058721036771709,0.195999275712124
"NINJ1",-0.409022268369548,1.47711820794549,4.16614223304618,0.0587244497882776,0.195999275712124
"MTPN",-0.236434734318642,7.13542391837218,4.1660452841636,0.0587257021260928,0.195999275712124
"OACYLP",-1.0449348648383,-1.0525848074217,4.16733567248277,0.0587889773531328,0.196172964368508
"RP11-425D10.10",-0.624969270312291,-0.0230274400563083,4.1634310359576,0.0588115543839578,0.196210806773533
"SOCS6",0.239232880330061,5.88175705621859,4.16039806946916,0.0588783772435698,0.196371301883823
"C16orf59",-0.239391953856296,4.28449661946697,4.16026002650088,0.0588821519106458,0.196371301883823
"UPP1",-0.339643318282893,2.14385127294722,4.15872261871738,0.0589243448562024,0.196474491097767
"WDR63",2.36859544724695,-2.56340010519187,4.07093910395888,0.0589398103135276,0.196488539078812
"AHCYL1",-0.278536523079137,6.01177199884694,4.15728454400719,0.0589627507051294,0.196527496242216
"AF131215.9",0.399727591369731,1.55003811610763,4.15665071211814,0.0589811962220585,0.196527711793232
"PCBP2P1",-0.806537200817463,-0.734003924473649,4.15810541751334,0.0590138547333734,0.196527711793232
"DGKQ",-0.542105757181681,0.511443547449837,4.15532694718085,0.0590214339774637,0.196527711793232
"MERTK",-0.378766196114769,1.55389307403853,4.15483941313685,0.0590303406372281,0.196527711793232
"ADCY5",0.373508876937574,1.98734181412785,4.15418412138664,0.0590476266391675,0.196527711793232
"GLT8D1",-0.19869868682625,5.20683804729598,4.15384302292198,0.0590561815777335,0.196527711793232
"UBA1",-0.302734719637953,5.62249910451543,4.15382161226381,0.0590567610801156,0.196527711793232
"MT-ND2",0.465390299261731,5.74056256809807,4.15357727077574,0.059063400612143,0.196527711793232
"RNASEH1",-0.22918002374508,4.72915429425894,4.15306670775795,0.0590772853434971,0.196527711793232
"ETV3",-0.26142415917433,4.27600214223248,4.15278994832525,0.0590848381879915,0.196527711793232
"MND1",0.268084263845535,3.01277914611514,4.15254119252198,0.0590918073532403,0.196527711793232
"LRCH3",0.190785125740267,5.84931976452213,4.15230930131519,0.059097870497438,0.196527711793232
"RP11-383B4.4",0.780611143754727,-0.428835535496724,4.15198571014935,0.0591499498937108,0.196578447101909
"RP11-727A23.4",0.52728234663141,1.19323769542594,4.15041497936243,0.0591515074175924,0.196578447101909
"ELMO2",-0.250332880318932,4.54038824974149,4.15020393518152,0.0591551694900298,0.196578447101909
"CASP3",-0.220594669909941,5.02733936742525,4.15009395722818,0.0591581571137632,0.196578447101909
"NIN",-0.248940026919157,8.06286607414979,4.14609675163267,0.0592671014211529,0.196902991821951
"ANKRD28",-0.200106796205753,6.2597899750016,4.14460498777531,0.0593078235817179,0.19700080186113
"ATG16L1",-0.23199643860693,4.80195086331243,4.14226256820632,0.0593718395853185,0.197136189454483
"KANSL1L",0.207200213277247,4.41994527536383,4.1422096766328,0.0593732924484242,0.197136189454483
"DDHD2",-0.266973835568953,6.35205662384018,4.1418742243378,0.0593824508378524,0.197136189454483
"ALPK1",0.981255120071403,-0.680666175598083,4.14417088316507,0.0594002075240131,0.197157655157635
"ABL1",-0.32958587624975,5.40012521766594,4.13958059811562,0.0594452201912604,0.197269561949789
"NDUFS1",-0.216764873531281,7.77443423123631,4.13888145730739,0.0594643640293092,0.197295596557058
"NFS1",-0.250466654470202,3.76399396585994,4.13798716600029,0.0594890034403014,0.19733985145793
"CYTH2",-0.206226893889126,4.45438973268584,4.1368357703676,0.0595204472489963,0.197406657143775
"MBP",2.36887682145908,-2.5632298928395,4.0488487089615,0.0595651920893164,0.197480647288452
"ATP6V0E2",-0.265866604024007,4.62686687462937,4.13507654129828,0.0595687106881761,0.197480647288452
"EBPL",0.18455808770333,6.09243014379649,4.13478572057899,0.0595766836511031,0.197480647288452
"RTN4RL2",-2.47904238079296,-2.5621409947314,4.05077619102624,0.0595921266483967,0.197494347226097
"TM9SF1",-0.412521783240273,1.54523574622241,4.13107257392638,0.0596799839004306,0.197747984605184
"CAMK1D",-0.292467138736659,4.82371553481247,4.12993307280917,0.0597100888534958,0.197810201396271
"RP11-1275H24.1",-0.469053319300051,1.35941897016172,4.12768930609265,0.0597735050409092,0.197964081710084
"ZNF84",0.191162254986961,6.7260293647312,4.12742324302357,0.0597792121668351,0.197964081710084
"TBCA",0.185060673062057,7.34695707892184,4.12647816865226,0.0598052676861674,0.198012814625683
"RPUSD2",-0.227991994567372,4.0878277166463,4.12573603796279,0.0598257826620094,0.1980431880273
"RAPGEF4",-0.226805920356231,4.01305564675849,4.11948433087961,0.0599985519273973,0.198577466595188
"RP11-255C15.3",0.684677148974929,-0.0155384179935678,4.11698495802992,0.0600839055702089,0.198822277632554
"KRT8P46",-0.379531796211554,1.51048846188973,4.11445066692509,0.060139342206825,0.198968016979079
"POLR3B",-0.268399704266334,4.89185481091676,4.11348748146725,0.0601647862085698,0.199014490769852
"SAT1",-0.311235500741716,2.46280711305434,4.10995033192841,0.060263507807296,0.199303290403599
"TMEM184A",-2.65988927700774,-2.49330802396523,4.03141564095317,0.060287203953828,0.199343903700387
"PCGF3",-0.210670669195906,5.37841961477432,4.10755178532403,0.0603298934565371,0.199447292604705
"RP11-629O1.2",-0.728195404220115,0.000654296992401106,4.10760041397225,0.0603443663972408,0.199457377631766
"ACBD6",-0.240260511949992,6.09627433810633,4.10563999893272,0.06038318359251,0.199547909139366
"TULP3",-0.251362059274193,3.80120543304981,4.10498078306898,0.0604017060310413,0.199571351128485
"PAK2",-0.267964406950647,5.65186086279846,4.10427073456131,0.0604213884003491,0.199598616013412
"C14orf119",-0.190487325542999,6.44724469473542,4.10258580822723,0.0604684360623683,0.199716253172134
"CTC-301O7.4",0.548600991951315,0.684394281743119,4.10190098892809,0.0604919910200922,0.199756268379888
"NFE2L3",-0.207723720018997,5.97610542832752,4.09920220453474,0.0605630501548809,0.199953106788529
"GYS1",-0.215780209377676,4.0620499937477,4.09801159156306,0.0605964281619291,0.200025487441135
"ZNF581",-0.228049879839326,4.46223796417569,4.09732394520926,0.0606156588519737,0.200051150042178
"PSMG3",-0.201355417578316,4.57945928485174,4.09636215189071,0.0606426096225635,0.200102276876267
"CBX4",-0.272367122292816,3.22138753393271,4.095886711942,0.0606561326420918,0.200109085243946
"ARHGAP1",-0.298124219637584,2.46645434174604,4.09506516760114,0.0606793663039095,0.200147921118033
"BIRC5",-0.2072856076554,7.66208070630444,4.09348745405359,0.0607232408741902,0.200254812491994
"CTD-2562J17.6",-0.301105118872466,3.72073922225248,4.09170495947934,0.0607734483504431,0.200382544391132
"MIR22HG",-0.525615457979774,0.654986791362002,4.09097774045099,0.06079820520987,0.200415437706774
"HNRNPM",-0.204810841513422,6.72799899477096,4.09052855276939,0.0608063789354304,0.200415437706774
"TMLHE",0.265441843535746,3.41357791734778,4.08990692493529,0.0608240439354066,0.200435828495956
"C9orf47",-1.04637894455505,-1.05206393277575,4.09177778487673,0.0608701776152593,0.20055000783352
"HDAC1",-0.200119116383247,6.25206630437616,4.0869464086419,0.0609072076090056,0.200634155681656
"SCART1",-0.21152091022666,4.91429430108993,4.085969110137,0.0609347569127792,0.200687047380413
"C1QBP",-0.233184528306075,8.37024177618746,4.08536683351044,0.0609517297423679,0.200705092355502
"CAMKK2",-0.20230707165283,4.93031965096233,4.08456784492328,0.060974273106915,0.200741470021295
"GUSBP4",-1.33384366610191,-1.83858836721197,4.05964496728526,0.061002032833692,0.200789820474791
"SLC4A5",0.688415988081852,-0.269452242700029,4.08423315497309,0.0610119566738771,0.200789820474791
"AMDHD1",-0.585275659368633,0.459102911507622,4.08291727088336,0.0610270783495956,0.200801741500026
"GIT2",-0.213574602537183,5.39600912979141,4.08162238085216,0.0610574310878699,0.20086376444167
"KDELC1P1",0.844106199079344,-0.758599503834651,4.08346334987552,0.0610903583859709,0.200934232084352
"IFT52",0.226671027732305,4.85795843715666,4.0799223598178,0.0611054944894904,0.200946166624384
"NRAV",0.27798856598081,3.04523846740415,4.0786085427561,0.0611428944132423,0.201031297730001
"FAM69B",-0.252474343527895,4.39607082277036,4.07815726221451,0.0611554478297821,0.2010347195037
"ANKRD32",0.201865214011906,5.60824254841841,4.07485274848871,0.0612490681582159,0.201281843327474
"RTN4",-0.192114351597613,7.49057090244292,4.07469013092957,0.0612536774391362,0.201281843327474
"SPAG6",-0.843528406438077,-0.715337491768269,4.07618498784953,0.0612844069955864,0.201344932259065
"RP11-481J13.1",-0.392713742882931,1.34223143572736,4.07313683171686,0.0612993944282573,0.201345697127967
"XAB2",-0.205447566230902,4.58947472775492,4.07278685177074,0.0613077008148782,0.201345697127967
"PAPSS1",0.214644271338941,8.48350321713762,4.06869924642217,0.0614238747695527,0.20168930071943
"AK2",-0.193100654877647,7.78401668637037,4.06705035524048,0.0614708163391491,0.201789380918552
"DENND2C",0.574942372124179,0.608932787683964,4.0664874852519,0.0614918466099592,0.201789380918552
"CABP2",-0.222282028211295,3.79923606934961,4.06532313165708,0.061520168416181,0.201789380918552
"RP11-552M11.8",0.431848276224545,1.19133605323246,4.06531883127302,0.0615222121713768,0.201789380918552
"U2AF1",0.403536492494018,2.14731841601476,4.06524850865023,0.0615227617487537,0.201789380918552
"APMAP",-0.183721108957834,7.41741367120424,4.06509641029792,0.0615264969121466,0.201789380918552
"BTRC",-0.208614230421313,6.0773506574369,4.0645127213629,0.0615431428131124,0.201789380918552
"ATG4B",-0.20931307360543,4.80123843314418,4.06429820945781,0.0615492690329797,0.201789380918552
"RP11-834C11.4",0.265256686300148,4.62571878521569,4.06397972356863,0.0615583571270832,0.201789380918552
"HMGN3",0.195844656529612,6.68255787743885,4.06292171659513,0.061588538070523,0.201814627120541
"RP11-506O24.2",0.995645176393664,-0.261549782236753,4.06405305998209,0.0615939580333125,0.201814627120541
"LCA5",0.204881354729603,5.91092873035001,4.06219680001375,0.0616092365072209,0.201814627120541
"ZNF621",-0.211646731378653,4.29847324853444,4.06209122978979,0.0616122882361472,0.201814627120541
"ADAR",-0.229692977747337,7.88483581804076,4.06060889831477,0.0616545993690483,0.201915343995184
"RP11-498P14.3",0.886460044346962,-0.735905927192319,4.06106380234621,0.0617255744008759,0.202109878152652
"ATP5SL",-0.198986071548499,5.53655649799292,4.05757907634554,0.061741270535728,0.202121916966858
"ACY1",0.42305724174289,1.73070089693465,4.05722562009881,0.0617524010433048,0.202121916966858
"ITPA",-0.192719696301573,5.28209570084539,4.05563769087752,0.0617968804522898,0.202229596412647
"SHFM1P1",0.466439465859925,1.26041625378914,4.05334139452791,0.0618646245849457,0.202413354787769
"MKRN2",-0.25838824550339,5.29088444247968,4.05234961544109,0.0618911974097546,0.202462362152329
"INF2",-0.249064801121606,3.16004014727444,4.05141217333033,0.0619183292674959,0.202513179559658
"LINC00493",0.207063162438183,5.07406022084864,4.05083588751477,0.0619346765596433,0.202528712000841
"C7orf49",-0.215543423857737,4.39643362218834,4.04977014140468,0.0619653187036754,0.202589379454459
"ADCY2",-0.298964562760445,3.750272592979,4.04938787850174,0.0619764325418464,0.202589379454459
"RPH3AL",-0.223333115932202,4.25172203893891,4.04702301365246,0.0620443833133092,0.202772152405318
"CMTM1",-0.617071562331796,0.535252564291549,4.04627561850014,0.062071463367955,0.202772152405318
"MAP1B",-0.252159546297318,8.20266647702038,4.04580796652365,0.0620793404325176,0.202772152405318
"RAPGEF1",-0.233469283845362,4.25577657643048,4.04522565082756,0.0620961614462504,0.202772152405318
"AC253576.2",0.66731537327439,0.347867683268403,4.04541279885839,0.0620987641603914,0.202772152405318
"TMCO1",0.187740338554152,7.35549930184142,4.04502101244008,0.0621020198753659,0.202772152405318
"CCHCR1",-0.236212322883236,3.85660336372453,4.04431186951392,0.0621225787031481,0.20280135900437
"ETFB",-0.224520487037537,4.22687724584128,4.04331239772229,0.0621513348498288,0.202857310121067
"PIGL",-0.24363143777165,3.56832549514491,4.04233787013979,0.0621795882626292,0.202903153724705
"SLC25A42",-0.431234824074959,1.47339836827984,4.04206758754299,0.0621886197878034,0.202903153724705
"SMTN",-0.251931998995276,3.51436870987327,4.04111510929399,0.0622149022386854,0.202950985034919
"UTS2R",0.514401924400331,1.18904874879548,4.0405660160035,0.0622327194159021,0.202971189099829
"AL589743.1",1.28415465380455,-1.53036150007886,4.03119352432708,0.0623027447644586,0.203161630079734
"LINC01311",-0.435642014871845,1.6742666018985,4.03427003716443,0.0624139123255633,0.203486134620796
"RXRA",-0.258107333109424,3.77608345315311,4.03346207003126,0.0624363990785949,0.203517192800689
"DCUN1D1",0.203299099832052,6.31695583628288,4.03310062920322,0.0624467483121115,0.203517192800689
"GOLM1",-0.186684434766494,6.37800686685849,4.0313834521498,0.0624965926472497,0.20364163105174
"TSFM",-0.211379715922858,5.74230598590419,4.03016842283309,0.0625318910163947,0.203718634501545
"ZNF488",-0.413087756059115,2.60661346037615,4.02737905184614,0.0626133683384123,0.203923919309852
"ARPC5L",-0.240712855369261,3.89862473013012,4.0272024939094,0.0626182599552986,0.203923919309852
"HECW2",0.387577179410012,1.92139828565329,4.02278455056231,0.0627476929478831,0.204221736582497
"RP13-270P17.3",-0.649466121870752,0.259708258694647,4.0230584450034,0.0627480280550825,0.204221736582497
"SMIM12",-0.220737859169918,4.75111174356675,4.02247988884126,0.0627557962816181,0.204221736582497
"C19orf57",-0.494820028774533,1.1407511282897,4.02228438935983,0.0627637190925464,0.204221736582497
"TOMM22",-0.193768975909083,7.238552562824,4.02195615949408,0.0627710721719385,0.204221736582497
"YKT6",-0.222836208830838,5.68721846340898,4.02165449871047,0.0627798809972995,0.204221736582497
"STT3B",0.188738891090027,8.21043895973497,4.02067931330237,0.0628083567982314,0.204276313356438
"GTF2H2B",0.29067666515841,2.66060585030451,4.0191705720368,0.06285277670339,0.204360843713934
"SMARCD3",0.312721169978088,3.56611232431231,4.01899492779093,0.0628577534983129,0.204360843713934
"RP11-211N8.2",0.461608147460453,1.0319000444548,4.01774073236053,0.0628968622638479,0.20444591506455
"ALG1",-0.200689909980975,4.36108112985291,4.01729461433663,0.0629073360234695,0.20444591506455
"BCR",-0.255705079710947,5.42552439184538,4.0164815058697,0.0629311234665275,0.204485165234928
"GDA",0.495509435193017,1.00653173542446,4.01567082830245,0.0629575841213414,0.204533085381742
"RP11-701H24.8",0.268524356854203,3.4364363667133,4.01404943192839,0.0630025553708761,0.20463841112091
"TRIM36",-0.24409359169838,4.30182678155913,4.01367322955329,0.0630134427097201,0.20463841112091
"RPL17P50",0.993298715494629,-0.622734057516572,4.01580637163732,0.0630261341998477,0.204641568500881
"PDE1A",1.55854562738216,-2.24153819220458,3.92538366942751,0.0630825057340311,0.20475364125323
"RP11-449G16.1",1.03266295891517,-0.592695788208743,4.01378261450832,0.0630841164391254,0.20475364125323
"FBXW5",-0.231029930748398,4.84442346718313,4.01086479755244,0.0630958277163916,0.20475364125323
"WDR55",-0.234626767002154,4.41969430034193,4.00957719841587,0.0631336627542119,0.204838353588638
"CSNK2B",-0.237639879588485,3.57224174322889,4.00911163430595,0.0631475007990094,0.204845190219636
"CC2D1B",-0.217838528903131,3.94585574237489,4.00836323269842,0.0631694066443612,0.204878190717652
"RALGPS2",-0.200395749621199,9.04851449784188,4.00792689381801,0.0631821690524433,0.204881529432454
"MOB3C",-0.424045301720903,1.40642456806103,4.00405568487523,0.0632976973363919,0.205218045096189
"ABHD3",-0.216301556273853,5.11666133110476,4.00207546810888,0.063354573428947,0.205356475808592
"GAS6-AS1",-0.874726758774454,-0.75380173193762,4.00444838425966,0.0633639154539397,0.205356475808592
"ANKRD36B",0.19958293822515,4.32414267016572,3.99903578382652,0.0634443611923158,0.20555247522198
"FNDC4",-0.42438856749641,1.37897484188287,3.9989679519981,0.0634479350272863,0.20555247522198
"RASA1",-0.295606273079693,6.00944954413509,3.99675162780059,0.0635119040660019,0.205711157712326
"SPAG5-AS1",-0.676593802000484,-0.0650330801394927,3.99686595469893,0.0635260723449126,0.205711157712326
"PDE12",-0.208121059170409,5.10539436497062,3.99606421232252,0.0635322571035721,0.205711157712326
"DEXI",-0.249072726708212,3.50863791358017,3.99434204433602,0.0635834389738157,0.205816759393869
"TM9SF2",0.192115486504853,7.34301215256612,3.99389143360639,0.0635966193293096,0.205816759393869
"RP11-42I10.1",0.847987802484884,-0.818811909444385,3.99692948220942,0.0636002309981284,0.205816759393869
"AARS",-0.209676487478794,6.51282729447947,3.99265919721028,0.0636331587932749,0.205885161913686
"CH507-9B2.3",-0.497721212687223,0.643545949323494,3.99190395652837,0.0636601082154377,0.205934199640232
"DDHD1",0.197425071947779,5.84843924231902,3.99104931346382,0.0636809343861175,0.205946291041259
"C5",0.339041262244298,2.43236286135685,3.99084480311859,0.063687433949307,0.205946291041259
"RIMS2",0.216925137649438,5.70510640647813,3.98975074326049,0.063719501457712,0.206011837521675
"ARF6",-0.223497243625017,5.97489341316049,3.98852695015634,0.0637558714858073,0.206074400505011
"ACSL6",0.218214476454324,4.77118451641923,3.98829961457757,0.0637626386930997,0.206074400505011
"LEFTY2",0.330513973688403,2.3776700648403,3.98792397560653,0.0637742561178033,0.206074400505011
"IQSEC1",-0.242605710263188,4.50717245912745,3.98536365407899,0.0638500097732304,0.206281012148039
"DDX19B",-0.253222509414772,3.62783695659463,3.98463791861603,0.063871779842691,0.206307313245364
"RP11-467L13.7",0.448625010517327,0.900916061812413,3.98430319744456,0.0638847096333848,0.206307313245364
"AGAP2",-0.275574418367194,2.62232522742049,3.9837351444581,0.0638988667330044,0.206307313245364
"DCX",-0.316208423832865,3.47320295404237,3.983509929692,0.0639054093084512,0.206307313245364
"MMACHC",-0.300082531696237,4.41442757486466,3.98091670769503,0.0639826099507375,0.206482375257994
"MFSD5",-0.232270003323759,3.72286433909932,3.98089825491706,0.0639832855641395,0.206482375257994
"TMEM178A",0.858372415754789,-0.0159181561002147,3.98068459487071,0.0640088224440538,0.206526618166679
"UBE2H",-0.208605754619134,4.954165545367,3.97931211668337,0.064030525902445,0.206553526857744
"KPNB1",-0.246906673428034,9.19602426011616,3.97896739132967,0.0640408197461817,0.206553526857744
"MIB2",-0.280194592048499,3.3011461808683,3.97814126409303,0.0640657158012995,0.206563715127325
"ALG5",0.190048845179286,5.059429023702,3.9780705131125,0.0640676372196535,0.206563715127325
"PRDX1",-0.201840624404024,9.20069471767353,3.97620636481882,0.0641233987017108,0.20667759160881
"BRPF3",-0.245987747264763,3.72422519518861,3.97610317644294,0.0641266287559575,0.20667759160881
"A2ML1",1.92092849248499,-2.361271383886,3.86043221330724,0.0641971668768175,0.206866751799776
"SGOL1",-0.204560084688494,4.69371351657004,3.97293756618234,0.0642213375495039,0.206874561491726
"RP11-46H11.3",0.966522522061754,-1.02683738662974,3.976217386205,0.0642341936092807,0.206874561491726
"POLL",-0.221871036523224,4.27451683498865,3.97247855342295,0.0642351318524877,0.206874561491726
"BCL7A",-0.270176871439541,3.82406271702465,3.97197093867982,0.0642504546802661,0.206885753204279
"NELFCD",-0.249001689057422,5.9446310834024,3.97061840001102,0.064290913501622,0.206977863489182
"RP11-57H14.4",-0.329273165672277,2.11383846422447,3.96947396494778,0.0643258959720265,0.207052312527839
"TIMM17B",-0.187526859607729,5.71631935589082,3.96782689587734,0.0643747891484275,0.20714116420915
"RASGRP2",-0.388014676755391,1.42241356463178,3.96748665131637,0.0643865127940526,0.20714116420915
"TCTEX1D2",0.44765259117786,1.79940360338996,3.96706203483343,0.0643987405805211,0.20714116420915
"BBS7",0.208068825091953,4.77387327694244,3.96695735159755,0.0644009495184672,0.20714116420915
"C10orf2",-0.231041611436011,5.37126190349543,3.96321342917794,0.0645136917227184,0.207445268604135
"CDHR3",-0.362075125069769,2.27230141757084,3.96304581862672,0.0645192563159466,0.207445268604135
"ARC",-0.500012221421969,2.14070215278397,3.96208198294443,0.0645484286995285,0.207500858238433
"TRERF1",-0.256547253206936,3.31523827749377,3.96156788039221,0.0645635107851548,0.207511140314812
"C2CD3",-0.231374759065287,4.34340254208056,3.96057882355804,0.0645931856537397,0.207553020275688
"RP4-717I23.3",0.214199840018326,4.10693097982493,3.95998682563213,0.0646111276227283,0.207553020275688
"FH",-0.214196013697993,7.75676261330301,3.95965544843353,0.0646210510657233,0.207553020275688
"ZNF500",-0.274457752150806,3.14951098213471,3.95956227826843,0.0646240849409527,0.207553020275688
"RP11-61I13.3",-0.820615506126995,-0.528477332258849,3.96018004480233,0.0646575855728113,0.207607446117497
"SART3",-0.232795713565627,6.52140485322739,3.9582073388708,0.0646648092677279,0.207607446117497
"SLC17A9",-0.22694976062954,4.15525822224188,3.95546231234696,0.0647478942714587,0.207733721575804
"CSAG2",3.14129675420469,-2.97781607603088,3.93684826634258,0.0647517264080345,0.207733721575804
"TNFSF9",3.14129675420469,-2.97781607603088,3.93684826634258,0.0647517264080345,0.207733721575804
"TRAM1L1",3.14129675420469,-2.97781607603088,3.93684826634258,0.0647517264080345,0.207733721575804
"EBP",-0.180458868067384,6.11971575955573,3.95219099811945,0.0648469792244672,0.207956095291255
"RNU2-63P",0.404786736634874,3.0227812291318,3.95219648261645,0.0648470599604576,0.207956095291255
"ELAVL1",-0.200531312274368,5.96134473113791,3.95186826590514,0.0648567686952338,0.207956095291255
"MALSU1",-0.198846170077524,5.09891108458424,3.95110011926194,0.0648800794715762,0.207992646912551
"NDUFB11",-0.179952995491306,6.76039892554958,3.95015955241034,0.0649086249821047,0.208045963553141
"C1orf105",-1.66818840592644,-1.83665770580711,3.91359595025664,0.0649414719080754,0.20811304504658
"ZNF780B",0.188441295907291,5.48718467732674,3.94799143194885,0.0649744983626249,0.208180677139111
"SNORA47",0.50587478286107,3.59171884799423,3.94676543531581,0.0650119125671201,0.208218324025876
"ZHX3",-0.21773542805068,4.54663621408441,3.94641858864941,0.065022342583185,0.208218324025876
"OTOG",1.21655235462442,-1.56308352280798,3.93977942963148,0.0650287741638364,0.208218324025876
"DGKE",-0.181314222728061,5.44795309547025,3.94603698778028,0.0650339445216544,0.208218324025876
"BTG3",-0.19745877392482,5.05610688402397,3.94475667057923,0.0650729239145396,0.208283522883161
"ZNF276",-0.214753522726281,4.11904812293346,3.94458586707344,0.0650781640619934,0.208283522883161
"MORN1",-0.289922928071152,2.72602631874564,3.94375628461918,0.0651037154801915,0.208327117411601
"PDE6A",-0.761025450440212,-0.293320988163494,3.94140072247982,0.0652062146771352,0.208616878104092
"PACS1",-0.274674543769974,3.23639868746326,3.93917799829009,0.0652432783474365,0.208689028379068
"CHCHD7",-0.210756127034146,4.30005378866008,3.93886508354613,0.0652526683627138,0.208689028379068
"GIPC1",-0.222990082557586,4.89788725015457,3.93695225756152,0.0653111100098744,0.208837685953567
"PLD2",-0.369940622361196,3.142430753681,3.93597766432852,0.0653411407235166,0.208895459413044
"CTB-52I2.4",-0.538353877058942,0.305906465911534,3.93573369247378,0.0653564096488542,0.208906026961064
"ZMIZ2",-0.27835999536517,2.9022289892599,3.93335775492514,0.0654214089713206,0.209075520398463
"EYA3",-0.196516048543987,4.90829513810325,3.9311404391632,0.0654891486451904,0.209233774606539
"CACNA1E",1.40848976017127,-1.46270750638051,3.92414797982819,0.0654948924521442,0.209233774606539
"LOH12CR1",-0.245075841937381,3.50737343474667,3.92830891591759,0.0655762648561365,0.209455411911077
"GKAP1",-0.217074194321299,3.82980637995926,3.92669442290843,0.0656258418363395,0.209575429799956
"MZT2B",-0.200367300378736,5.91333823818912,3.9258008855428,0.065653217643086,0.20962193316124
"KCNH4",-0.319495927175011,2.2178997312076,3.92493787379645,0.0656803350471723,0.20962193316124
"TTC9C",-0.203153651241715,4.2664029762715,3.92466096190124,0.0656883465550674,0.20962193316124
"IGF2BP3",-0.199276469920702,7.38115738838989,3.92465722011412,0.0656884216159834,0.20962193316124
"RP3-368A4.5",0.345470131329558,2.99392495487346,3.92261905742085,0.065751474829594,0.20978480787034
"COX8A",-0.210464810569453,7.33403255162353,3.9218236110035,0.0657757451488548,0.209812565889362
"TCEB3",-0.333896701074978,6.10666260038889,3.92116426294302,0.0657960852285959,0.209812565889362
"GMFB",0.196802022304166,8.46581659020999,3.92115981297761,0.0657962209832863,0.209812565889362
"IRAK4",-3.57363112899005,-2.88502199967592,3.93798283575533,0.0658103295200003,0.209819239378902
"CTAGE5",0.357597065629089,2.15030401241026,3.91975195905478,0.0658402760000537,0.209848014074802
"TRMT44",-0.222701544966828,3.9339463603739,3.91951316612835,0.0658471394614369,0.209848014074802
"CEP83",0.187866542280909,5.6923142380398,3.91924256067529,0.0658554070054927,0.209848014074802
"KBTBD6",-0.22397746194984,5.5461003694005,3.91885028650247,0.0658675243887672,0.209848332581035
"DNAH2",-1.2141014523109,-1.75468874554801,3.90450060991534,0.0658983184281534,0.20990814235542
"CDCA3",-0.218614412057706,4.68474502505995,3.91703036296074,0.0659237813345224,0.209950951972174
"MLXIPL",-1.27205796430408,-1.60090119552045,3.90892414106837,0.0659419395740921,0.209970486659883
"OTUD7A",-0.297381396665078,2.62047702294279,3.91532990699325,0.0659767324178657,0.210042972011079
"HIST1H2BL",3.51326097815413,-2.88574731106878,3.92627916561813,0.0660956867336151,0.21034497571394
"RP11-356I2.4",3.51326097815413,-2.88574731106878,3.92627916561813,0.0660956867336151,0.21034497571394
"KLHL7",-0.203858125439424,5.59599030847824,3.91050832809676,0.0661258171900882,0.21040251818027
"ARPC4",-0.22239395569252,5.46741434874505,3.90715830745175,0.0662298804282897,0.210669575455582
"DPAGT1",-0.237527159358347,4.60170268896854,3.90703004246616,0.0662338775198227,0.210669575455582
"HES4",-0.660166333207627,0.083925824731181,3.90686656444001,0.0662520163014033,0.210687756906854
"NBPF3",-0.210462104592677,4.39726540950847,3.9060705357657,0.0662637247126584,0.210687756906854
"PAK1",-0.24271690151869,5.80866434267032,3.90199984719569,0.0663904949999191,0.211046895999941
"TBC1D10B",-0.243582217130359,3.57996734755281,3.90167320513696,0.0664008502246981,0.211046895999941
"CTA-445C9.14",0.298781135336216,2.89149869354498,3.89931141274857,0.0664746626284645,0.211243049830436
"RFC4",-0.214946192568263,5.93082213256228,3.89591216453772,0.066580633771893,0.211541307664628
"PRRT3",-0.504490908966315,1.13761264011084,3.89489036686443,0.0666148874706021,0.211611636349218
