"","logFC","logCPM","F","PValue","FDR"
"ELP3",-0.0493308423583263,5.8469404259401,0.213256824036316,0.650668409522076,0.816937860732994
"ST13",-0.0501227527687862,8.74405465673166,0.213172839188986,0.650732192761845,0.816959202675055
"VPS13B",0.0461245894804433,5.89866401900612,0.213067309704323,0.650812361769967,0.817001111518847
"NR2C1",-0.0427665010857143,6.10557058742261,0.212842571279797,0.650983171171535,0.817156792106775
"MAST4",0.0948824456672748,2.48065059540984,0.212668119787942,0.651115976094037,0.817210440932951
"TRA2B",-0.043097750469554,8.37709547847935,0.212663291755436,0.651119508916513,0.817210440932951
"THRA",-0.0669631158722624,3.54923566847586,0.212536204289593,0.651216258454091,0.817257123467217
"HOXC9",-0.17372485373767,0.0666481579905559,0.21245169621838,0.651284237986336,0.817257123467217
"RP11-817O13.8",-0.131980315977075,0.19409728718918,0.212388209935936,0.651331796418111,0.817257123467217
"IGIP",-0.078961617986192,1.96855178374904,0.212340588277123,0.65136534489889,0.817257123467217
"RP11-374M1.2",0.232930586350179,-0.95077924614559,0.212234426241068,0.651480090164458,0.817257123467217
"ZNF608",-0.564674754343458,-2.79747793292836,0.209900815415486,0.651489355395162,0.817257123467217
"FMO4",0.432920839814067,-2.02230877103531,0.21191715941039,0.651507251468132,0.817257123467217
"SERF1B",-0.141519224150901,0.105820083012194,0.212118902285727,0.651537395266543,0.817257123467217
"IL10RB",0.0992569004741801,1.79041529042328,0.212061580790814,0.651577921939674,0.817257123467217
"ARV1",-0.0467974706541757,5.35175589208982,0.211945954213859,0.651665734784928,0.817266135117326
"RP5-901A4.1",-0.288586311039043,-1.26746303194301,0.211914768262892,0.651741123276518,0.817266135117326
"RP11-96K19.4",0.158040424535606,-0.226710187731175,0.211802971194918,0.651781400024309,0.817266135117326
"RPS20P14",0.113498526511549,1.02116629856127,0.211713275944536,0.651844003208011,0.817266135117326
"RP11-1E4.1",0.113520924538914,0.705495409372359,0.2116377223037,0.651902118870807,0.817266135117326
"SVEP1",-0.564761228675049,-2.79742785346955,0.209363097019658,0.651904550714887,0.817266135117326
"TWSG1",-0.0447847081271572,5.07827949587658,0.211547932414155,0.651969301114319,0.817266135117326
"RP11-84C13.2",-0.229161173504703,-0.866834274281102,0.211579357333213,0.651973234523734,0.817266135117326
"SBF2-AS1",-0.110121939402528,0.985895060977874,0.211500577981369,0.652006329648349,0.817266135117326
"GMEB1",0.0630098471764685,4.3025370709798,0.211240667900249,0.652203890583926,0.817455091686514
"LINC00623",-0.257364893620385,-1.10453936935913,0.21101265667358,0.652420969681083,0.817668482923353
"PCNXL4",0.0441791682561981,6.90720011970197,0.210831659369032,0.65251647080902,0.817729482795114
"CLCN3",-0.0431280049955163,6.45570454201187,0.210612036902798,0.652684471266325,0.817810276140565
"LINC00167",-0.177918662117634,-0.314126038208751,0.210579678827335,0.652717223782131,0.817810276140565
"DCTD",-0.0444939772611206,5.85807504131808,0.21056372545385,0.652721441906486,0.817810276140565
"RNF139-AS1",0.0729324594736019,2.32424012442293,0.210474454976344,0.652789930690133,0.817837406350345
"CECR7",0.0967904097932041,1.70334385895773,0.210135740735167,0.653049527596496,0.818103942240477
"ZNF451",0.0442653072257914,6.98516577334463,0.209933379163864,0.653204287572856,0.818223169520473
"ABHD12",-0.0454419921891706,4.90012406644996,0.209878147416995,0.653246639998653,0.818223169520473
"CIRH1A",-0.0545211799074527,5.4187691807462,0.209775446236922,0.653325404254107,0.818223169520473
"ZNF776",0.0530541924081306,5.17596387693427,0.209708780957954,0.653376545717854,0.818223169520473
"WASH1",-0.0966152216058122,1.21428793919272,0.209668282196783,0.653408266182232,0.818223169520473
"CTD-2006C1.6",-0.0957960633991035,1.39746408319631,0.209621259755604,0.65344421003997,0.818223169520473
"ZNF428",-0.0592506535234186,5.10921789320846,0.209583470668729,0.653472701989034,0.818223169520473
"RP11-466A19.7",-0.132652996523268,0.254598943212366,0.20935865235903,0.653647965991324,0.818383937917868
"BMS1P4",0.138100140443953,0.627294765978787,0.209173267758226,0.653789201178269,0.818423156087872
"AP006621.6",-0.239237003061298,-1.42472756466028,0.209180770825108,0.653836194056016,0.818423156087872
"RP11-6N17.4",0.1069209532803,1.81816159471019,0.209097485192665,0.653846248547904,0.818423156087872
"PRPF40A",0.0448798228567269,8.09423500534261,0.209013224133512,0.653910718616032,0.818423156087872
"ANGEL2",0.0474565357232798,6.04270990990087,0.209009432780412,0.653913633818462,0.818423156087872
"ZNF436-AS1",0.0714285281553725,2.64860446736543,0.208860544646027,0.654028233381433,0.81850792025418
"CORO1B",-0.0550310887236541,4.48411185429038,0.208651169570061,0.654189203926303,0.81865070079985
"SREBF1",-0.0520599160537368,4.7588167991966,0.208527666588938,0.654284264074821,0.818710986691116
"OTUD1",-0.178201921710125,-0.439108577303159,0.208165009566336,0.654574127530936,0.819015005370107
"RPS4XP16",-0.170007323869369,-0.346115672392855,0.208097478182256,0.654624153130433,0.81901891251441
"ZNF208",-0.562822804834824,-2.79721669855361,0.205596596456553,0.654830637222217,0.819147610035672
"CCNB3",-0.301185232147022,-1.71423283756606,0.207824136585395,0.654840874913409,0.819147610035672
"CTA-204B4.2",0.158369446107266,-0.394027424302084,0.207782926493238,0.654867749175236,0.819147610035672
"AC006160.5",0.142934728059209,-0.116835630113028,0.207591930784055,0.655010843775413,0.819235697980383
"ZNF766",0.0609123012100741,4.83490892398841,0.2075577683669,0.655032001786858,0.819235697980383
"PTX3",-0.179945229247347,-0.506753965840184,0.207331483321359,0.655219039780575,0.8194109340864
"CLMP",0.167754919902106,-0.0499329229082212,0.207255959065938,0.655269710000404,0.81941561701712
"MBD4",-0.0468473315648758,5.45641703566617,0.20713090785329,0.655361760417676,0.819472041562009
"GLTSCR2",-0.0533581185983927,7.00620027000444,0.206995859838148,0.655466173391035,0.819543915205088
"IFRD1",-0.0451411529357956,5.85682645306444,0.206856473767,0.655573985624444,0.819620028422284
"CRIPAK",0.15834783201884,0.000382932109695078,0.206267866548551,0.656033909767699,0.820135447227406
"ADSS",0.0439891501483838,6.20412290558135,0.206172363963549,0.656103769197722,0.820135447227406
"MCL1",0.0460399106474631,8.0130378168963,0.206142210615882,0.656127144529084,0.820135447227406
"TRUB1",-0.0458810146917438,6.08968868818712,0.205942083201938,0.656282342358262,0.820270722372054
"PLRG1",0.0456409002637025,6.17683083081483,0.205836728996184,0.656364080562207,0.82031015170067
"STK16",0.048762380582312,4.17947723808517,0.205780354580948,0.656407842727835,0.82031015170067
"NIM1K",-0.115771151235917,0.647141485115464,0.205419041178609,0.656689808103567,0.820595631673162
"ZC3H11A",0.0534039083326976,7.63329194610169,0.2053413283092,0.656748774491661,0.820595631673162
"KPNA3",-0.047217123821545,6.01671574786809,0.205304672337208,0.656777261955338,0.820595631673162
"RP11-406A9.2",-0.565004038869538,-2.79762421550416,0.202874662131534,0.656965890181084,0.820729462172363
"ZBED3",-0.120031156398379,1.22036472624934,0.205036843275679,0.656986136104179,0.820729462172363
"ZIC5",0.05632365785499,4.67274981932435,0.204971330185416,0.657036461748503,0.820729462172363
"WNT3",-0.0877523390154058,1.87388297197817,0.204925508965343,0.657072378946835,0.820729462172363
"TCERG1",-0.0444285024866543,7.12779044580997,0.204771130890132,0.657192249950779,0.82082047554828
"UTP14C",-0.0458317521572991,5.04460347652922,0.204657524642547,0.657280699853677,0.820855454857591
"CRBN",0.0456259014727017,6.00591042641729,0.204614410379479,0.657314272435786,0.820855454857591
"AP000432.1",0.143283655755006,0.238315971803186,0.204449411172925,0.657445506070155,0.820942888676588
"CTD-2203K17.1",0.164716971017697,-0.0736463104706813,0.204409970233073,0.657478312801631,0.820942888676588
"STC1",0.0417211681701833,6.62642223965174,0.204132879420497,0.657689545901042,0.821096033536905
"FAM72C",-0.0804279416493473,1.74547114351277,0.204079429170123,0.657731553008399,0.821096033536905
"ARHGDIG",0.0653735293822735,3.33100436306781,0.204065673314743,0.65774202938462,0.821096033536905
"BUB1B",-0.0473240148966685,5.98369669495766,0.203971389954565,0.657815520987092,0.821129074807106
"TAOK3",-0.0574564431531431,4.12220006086647,0.20390842935885,0.657864666163299,0.821131722697894
"AC016757.3",-0.0822120493867557,2.1185988772723,0.203766240828403,0.657975844113405,0.821211792574389
"PBLD",0.0749153191235358,2.76133488739026,0.203675399137362,0.658046676153519,0.821241499356257
"GEMIN7",-0.0537758801011949,4.31134829474842,0.203533410755648,0.658157490680013,0.821321096423525
"CTB-193M12.5",0.0801555214522481,1.98360125578502,0.203200228454508,0.658418164921524,0.821587680138606
"BTBD1",-0.0460921707632234,6.75429177862906,0.203126768649467,0.658475381337853,0.821600365053347
"GUCY1A2",0.0662943002584088,4.15228358326257,0.202928172448326,0.658630790877953,0.821735106716572
"CCDC125",0.0657370763082477,3.24953337813917,0.202868584397946,0.658677487613782,0.821735106716572
"CHSY3",0.216951541998642,-0.904026199893598,0.202684451541989,0.65885191979455,0.821873864701025
"AKAP11",-0.0436855933101094,5.910534291667,0.20260627829853,0.658882844573912,0.821873864701025
"MFI2-AS1",0.118411211557424,0.812367517496095,0.202435314572492,0.659017933589035,0.821983654023695
"RP11-486I11.2",-0.14199318279141,0.396954042279301,0.201945389107606,0.659403177522297,0.822332292827085
"MLH1",-0.0487528567697092,5.71598082587736,0.201941857682174,0.659403905955504,0.822332292827085
"N6AMT1",0.0522048647343202,3.40400737421815,0.201840268776142,0.659483728210627,0.822332292827085
"VCPKMT",0.0490679010445097,4.10547356326182,0.201837542284705,0.659485822285563,0.822332292827085
"INSIG2",-0.0620880661118532,3.70604767251768,0.201634669785225,0.659645217880149,0.822472316645709
"MCTP1",-0.118342387402286,0.450556682857238,0.201096974950527,0.660069880884915,0.822831323168619
"TMEM9B-AS1",-0.118136785364394,0.737185434251992,0.201093535526506,0.660071932914473,0.822831323168619
"PITPNA-AS1",-0.0600353069768954,2.89072005195567,0.201088804172769,0.660074514657313,0.822831323168619
"C2orf74",0.113057429732712,0.53775436680928,0.200411412893397,0.660609734604127,0.823439730577291
"SMYD3",-0.0456407517197776,5.41508443533728,0.200207606674125,0.660768878121951,0.823579311189544
"SUPT20H",0.0418307811684376,5.64864790631641,0.200010754318866,0.660924265501127,0.823668901134272
"PRPH2",0.0535476153446789,3.99652415106155,0.199952876931203,0.660969998109479,0.823668901134272
"RDH5",-0.140102526928909,0.229936408524586,0.199917978080809,0.661000218091269,0.823668901134272
"RP11-258C19.7",-0.0709068165749408,2.10352513167058,0.199850203700695,0.66105126990645,0.823668901134272
"NCKAP1",0.044748299566924,7.34272636760532,0.199766971936439,0.661116825468348,0.823668901134272
"RP11-443B20.1",-0.12867428578957,0.370215414156241,0.199695906645345,0.661175119758722,0.823668901134272
"AC016995.3",0.736390192020379,-2.97869171039336,0.197591633987352,0.661265506664597,0.823668901134272
"LRRIQ1",0.736390192020379,-2.97869171039336,0.197591633987352,0.661265506664597,0.823668901134272
"RP1-244F24.1",0.736390192020379,-2.97869171039336,0.197591633987352,0.661265506664597,0.823668901134272
"SERTAD2",-0.0484625465368012,4.1610796238383,0.199461029860704,0.661358701166584,0.823668901134272
"PSMC2",-0.0481974860875966,6.57301865321526,0.19945985174872,0.661359618760945,0.823668901134272
"ZCCHC4",0.0475418528975598,4.28938440077003,0.198753175315726,0.661919146220013,0.82429430435344
"PTMAP5",-0.0924655691249489,1.43200621721057,0.198707029281927,0.661956192300326,0.82429430435344
"ABCB9",0.0657758483131862,2.6921991945962,0.198580567690897,0.662056094662945,0.82435992049375
"LRRC75B",0.116539781035739,1.25127140275166,0.19846503949191,0.662148222842673,0.824415847934314
"EMBP1",-0.28239347155172,-1.63693030635509,0.198434595961989,0.662204236236418,0.824426805444198
"KIAA0101",0.0417796243743018,7.20526352732622,0.198085981193848,0.662448505185187,0.824672117882921
"SLC19A2",-0.0422561914298389,6.28645290492819,0.197923117258684,0.66257788853918,0.824774386204103
"PPCDC",-0.0725256146909899,2.6649665867846,0.197795120903234,0.662679727847302,0.824842355668229
"CTC-425O23.2",-0.196460226987707,-0.29528743394678,0.197586801540659,0.662852721034257,0.824998874889536
"RNU5D-1",0.109116187628743,3.20815586804576,0.197400153559947,0.662993847025669,0.825089283674901
"SPINK2",0.131203262324399,0.251326528022373,0.197370621658547,0.663019861901627,0.825089283674901
"GNA13",-0.0489359849051859,7.07586596803369,0.196178071624481,0.663968247472607,0.826160748489649
"AP000704.5",-0.132558967164261,0.239954655679702,0.196172295337827,0.663975486445065,0.826160748489649
"MRPL35",-0.0449839693890663,6.12673619226592,0.196091789953397,0.664037185727983,0.826178648890775
"LOXL2",0.102855049248703,1.52046818135438,0.195855109585226,0.664226805074159,0.826355690382229
"LINC00863",0.0841642656161786,1.65592361521289,0.195654707718473,0.664387040883955,0.826496153588061
"RBM45",0.0463915573620082,4.54892868199703,0.19556966579093,0.664454750617981,0.826521502727681
"RB1",-0.0472456813700545,5.85763193746284,0.195385290761205,0.664602358590901,0.826640367381086
"STX18-AS1",-0.077939858696748,2.42249055497105,0.1953322366517,0.664644986715751,0.826640367381086
"AC083843.4",-0.0982278773112554,1.00754132667411,0.195247850728223,0.664713274172991,0.826666419315488
"ZKSCAN5",0.0583959076965648,5.11047782219259,0.195113559460438,0.664820062658532,0.826740345687458
"TTC39B",-0.0690087090234981,2.18349285860806,0.195041244351951,0.664878210261517,0.826753778223072
"SLC6A16",0.0966449086135154,1.42703653278665,0.194946449096255,0.664954508656803,0.826789777140779
"ZNF641",-0.0440026774431059,4.6938971821891,0.194662606350667,0.665181757524507,0.827013446058593
"CTD-2630F21.1",-0.0831031861924694,1.4481575526251,0.194371598676256,0.665415887169237,0.827245637316618
"BTBD19",0.231254828455053,-1.24064437913558,0.19393616144973,0.665814714578131,0.827542770087274
"RARS",0.0419111350376121,7.13450382956924,0.193782786670386,0.665888881232044,0.827542770087274
"RNU6ATAC",-0.128555600137974,3.64557587238548,0.193743588235015,0.665920485029044,0.827542770087274
"CDC37L1-AS1",0.110133544967706,0.755981902711076,0.193698927278276,0.665957560428125,0.827542770087274
"CHST1",0.116949160617563,0.788344716136665,0.193669953369423,0.665980832196892,0.827542770087274
"HMGXB4",0.0463358624511629,4.38358561804893,0.193667004028636,0.665982087120828,0.827542770087274
"UBR2",-0.0433233351508514,6.07847608318593,0.193621701364259,0.666018558052245,0.827542770087274
"RP11-66B24.4",-0.0858926509224737,1.91045170932881,0.193602810393412,0.666034021922263,0.827542770087274
"CTD-2145A24.5",0.178120663878007,-0.732731613216621,0.193456623121819,0.666171765965832,0.827565461395393
"RP11-528I4.2",0.114318021208797,0.609509950090991,0.193387428249775,0.666208724516222,0.827565461395393
"TMEM167A",0.0435413196056957,7.22482643568828,0.19331609189907,0.666264757001717,0.827565461395393
"ZNF577",-0.0549480664659466,4.00623909512718,0.193287028064067,0.666288212007116,0.827565461395393
"NDUFA2",-0.0412803938257905,6.05728826285481,0.19328570933257,0.666289246464199,0.827565461395393
"DCBLD2",0.0443723036904999,5.43923667749049,0.193188789665946,0.666367382102074,0.827585495494178
"RIC1",-0.0518026414004199,5.14643466071257,0.19314813685076,0.666400163334305,0.827585495494178
"UBL5",0.0453080003167311,6.94266481555303,0.192462722685445,0.666953474508147,0.828182589144361
"AGPAT2",-0.085329004387016,2.24373547218855,0.192393524213427,0.667009567892694,0.828182589144361
"DAD1",0.0422645354116906,6.91904465111209,0.192299794665595,0.66708517532636,0.828182589144361
"ADAMTS9-AS2",0.146228526719694,0.377251844499876,0.192259862097091,0.667119543265242,0.828182589144361
"CLNS1A",0.0422319476255234,7.6874832480941,0.192211031555379,0.66715695398929,0.828182589144361
"CBX1",0.0443369459698548,7.65183833406356,0.192200428172574,0.667165529807223,0.828182589144361
"MTIF3",0.0461307728200379,4.61301907488117,0.19207566717701,0.667266459467742,0.828241984398585
"KRR1",0.0427601253415479,6.95592918738496,0.192024029526314,0.667308239520312,0.828241984398585
"RP11-261B23.1",0.192431918741922,-0.598929142605311,0.191835233887736,0.667475899504505,0.828334956547695
"VPS26A",0.0435051533889598,4.91048824613358,0.191814300171283,0.667478019332414,0.828334956547695
"PPP1R16A",-0.0710686412160407,2.92910531683573,0.191675560334425,0.667590474408567,0.828415638439625
"RP11-464D20.6",-0.222837372969112,-0.34348199919889,0.191375496562205,0.667841785958188,0.828668604164135
"RP1-40E16.9",0.0483989710933294,4.58304230806704,0.191205403236183,0.667971559820089,0.828770738779196
"NDUFA6",-0.0421073671896565,6.67012112365603,0.190906763430981,0.66821396220775,0.828989280745305
"RIC3",0.0420388167459611,5.0806139664985,0.190871444197863,0.668242647793547,0.828989280745305
"AC145124.2",-0.192774976971058,-1.07687234206303,0.190735024371312,0.668392404558844,0.829061732047453
"CC2D2A",-0.0464602351899329,5.61277546455792,0.190596428099624,0.668466103935747,0.829061732047453
"GBP2",0.736188971158907,-2.97790262606295,0.188643716416315,0.66852255244747,0.829061732047453
"RNF121",-0.0438418803901406,4.48005821562405,0.190523515801511,0.668525383221455,0.829061732047453
"RP11-513I15.6",0.276016343562588,-1.67394923588404,0.190534416862752,0.668538440554357,0.829061732047453
"CIDECP",0.070201025562845,2.26072333105065,0.190358492467794,0.668659749995802,0.829153284648963
"CBLN3",-0.214377945685636,-0.774557959634548,0.190296052285086,0.668732043211177,0.829184047330368
"GPR89A",-0.0535737039904705,3.97625661258167,0.189788476276987,0.669123733997131,0.829610809646258
"RNU5A-1",-0.0875106118262146,4.84406932311544,0.189707907094805,0.669189375985337,0.829633289560238
"TASP1",0.0517661572583265,3.68756712967685,0.189280801293497,0.669537820016012,0.830006347658641
"MYL12B",-0.0418314375666453,6.58045609479335,0.189036213785143,0.669737492002608,0.830194937555871
"HPS5",-0.0465873392977671,5.59197805474804,0.188780054737118,0.669946832508247,0.830364389077291
"ATF5",0.0935822819467771,1.23276288121777,0.188724512167734,0.66999284433921,0.830364389077291
"CTD-2047H16.4",-0.194093594844903,-0.235796088684126,0.188702232568792,0.670016850423722,0.830364389077291
"ZNF134",-0.0575700116230206,5.17856751470315,0.188451232447691,0.670215804970535,0.830552010957028
"ZNF714",0.0490625448751834,5.00775428484062,0.188354350497198,0.670295107056217,0.830591339725777
"MDM1",0.0422861169166641,5.12404575122461,0.188138950367501,0.67047150758899,0.830750787237227
"PIK3R4",-0.0444019714456072,5.69609751898056,0.188081064758473,0.670518932271302,0.830750787237227
"ATL1",0.0479021864560571,5.01335121343182,0.187763578726841,0.670779205972765,0.831014295473318
"AC074212.5",-0.320967227866205,-1.7955696450856,0.187684843161214,0.670830085650293,0.831018370858784
"RALGAPA1",-0.0423993838866125,6.44699794876042,0.187587064016726,0.670924023235824,0.831075781637508
"BPGM",-0.0453480277872963,4.50848691444267,0.187131416917068,0.671298234805445,0.831480335946424
"ZNF26",0.0451985554636072,4.99743157424697,0.186980305357939,0.671422455667527,0.831575212487861
"DENND6A",0.0445715163178647,5.06552370051033,0.186385141487192,0.671912302290973,0.832122881035813
"RP11-119F19.4",-0.219827398024623,-0.737391039214977,0.186332197237538,0.671975586479886,0.832142237508813
"RSG1",-0.159226517526484,-0.256458058712815,0.186181908294211,0.67208633892863,0.832220369477502
"RPSAP47",-0.284277411604233,-1.63713635910692,0.185930718143045,0.672318162224118,0.832448397415978
"TMEM229B",-0.369728880550645,-1.97815166610613,0.185621337125767,0.672427628211392,0.832472454341878
"STAU2",0.0455508792157345,6.34246776862391,0.185753810230875,0.672432938294135,0.832472454341878
"SNX15",0.209839470875807,-0.910769633929826,0.185566113368892,0.672617019448794,0.832625677715613
"LINC01424",0.116135586386616,0.713351823435746,0.185489952520494,0.672652069381179,0.832625677715613
"ULK2",0.0508721109993953,4.08575062224275,0.185325459334258,0.672786801848427,0.83271493211488
"VPS4B",-0.0454001550552424,5.05240619413419,0.185285831181318,0.672819549719897,0.83271493211488
"RPL3P4",-0.062331904131198,2.72764738536309,0.185055568491924,0.673010086782391,0.832891717604118
"IMP3",-0.0406515090286125,5.70677669149281,0.184875763753254,0.673158795669579,0.833001880496961
"PAN3-AS1",-0.0907897940496155,1.44178749384242,0.184767911250584,0.673248544262263,0.833001880496961
"ARID4B",0.0417728325977013,6.47168648540839,0.184651317472201,0.673344669012435,0.833001880496961
"PHF20",-0.0403950969983669,6.11749290277882,0.184630687667039,0.673361760424913,0.833001880496961
"PPCS",-0.0518379202618201,4.36693742418823,0.184609287290292,0.673379496308319,0.833001880496961
"MTF2",-0.0453667249906324,6.73998080308307,0.184568575843213,0.673413224962234,0.833001880496961
"RP11-65L3.3",-0.101691933603419,1.36357559871528,0.184523872934428,0.673450768953324,0.833001880496961
"ARMCX4",0.0831959564945521,1.86883813799265,0.184487433880925,0.673480732382092,0.833001880496961
"RP11-109N23.4",0.128035034133777,1.00357365040704,0.18434314314267,0.673600909552306,0.833040233538802
"RP11-295P9.3",0.0614712880825456,3.19899940593919,0.184313278962161,0.673624934314402,0.833040233538802
"BRIP1",0.04051363809334,6.6768598149689,0.184274717942492,0.673656851020014,0.833040233538802
"SLU7",-0.0437374416428833,5.93536801864007,0.184217379741313,0.67370441530774,0.833040233538802
"RP11-417L19.6",-0.0968460036654839,1.1671442160305,0.184123566612227,0.673782898869657,0.833040233538802
"SC22CB-1E7.1",-0.0895796740866606,1.79238210688519,0.184104965542011,0.673797976091057,0.833040233538802
"TUG1",0.0462855228971935,6.32024272342925,0.183911493722695,0.673958306797699,0.833179465720455
"CBX5",-0.0464307316310101,8.24994606278989,0.183830808685999,0.67402531871164,0.833203321205059
"ATP5L",0.0400201661189181,7.62448730596935,0.183745264780403,0.674096385663054,0.833232185633768
"PTRHD1",0.045831513594906,5.25643373486865,0.183627705743275,0.674194083400713,0.833293961236074
"H1F0",0.055875200439838,5.65400501691386,0.183494986262931,0.674304422693658,0.833321114842649
"CTA-414D7.1",-0.151207085159663,-0.0362080881860975,0.183491471478505,0.674311496548313,0.833321114842649
"ZNF423",0.0757586429231531,1.91945812946919,0.183299187600094,0.674467534792142,0.833454963735077
"GJC1",0.0481770950859381,5.52800860612999,0.183158628169452,0.674584276761303,0.833506003559513
"ZNF524",-0.0961607370079821,1.41234532196876,0.183076602287121,0.674653033337246,0.833506003559513
"AGTRAP",0.0444664083258522,4.1675138052778,0.182963325282728,0.674746924351729,0.833506003559513
"TMEM14C",0.0388634223455865,6.89506597076707,0.182946033928943,0.67476131485202,0.833506003559513
"GGPS1",0.0526208546396075,5.99142185996226,0.18289061507796,0.674807485772113,0.833506003559513
"EEA1",0.0392252366357566,5.55916960443391,0.182875611731493,0.674819987256606,0.833506003559513
"AGGF1P3",0.189049849347393,-0.818363058706008,0.182876550389633,0.674842966345458,0.833506003559513
"BRIX1",-0.0433388133468784,6.52060251032713,0.182630347899223,0.675024430700386,0.833671165491911
"MAST1",-0.0521216013389029,3.56064501043966,0.182543927495563,0.675096561254205,0.833701283778
"RP11-10A14.9",0.163509226866417,-0.459887634362947,0.182307636769969,0.675303990469111,0.833898471223507
"GLP1R",0.331527633453298,-2.18302919097357,0.181847808215099,0.675362416830316,0.833911647764883
"CTC-351M12.1",-0.0797443425798219,1.67549840893707,0.182083033164457,0.675481576889648,0.833980737162229
"SNRK",-0.044557353804566,5.12130814527234,0.182043961402011,0.675513889956624,0.833980737162229
"TMEM9B",-0.0431397008608326,4.69812405338927,0.18181735458556,0.675703292158232,0.834118620919256
"ATPAF2",-0.0548536826063987,3.84451124598226,0.181796078225155,0.675721109353098,0.834118620919256
"TCAIM",0.0452495807612879,4.81961809981505,0.181667208603538,0.675828862875061,0.834192663004475
"ZNF212",0.061024610136286,2.74047493955084,0.181596116817411,0.675888434624749,0.834207226846011
"RPSAP58",0.0704592404826367,2.4002125341936,0.181504385781415,0.67596524211466,0.834243060131896
"MAP7",0.0570547397051856,2.94845606449471,0.181292109422678,0.676142918067001,0.834403366451305
"RBM27",0.0424861654664147,5.45855861706595,0.181218071143219,0.676204856662539,0.834420832947583
"TEX261",-0.0531580913358648,4.51529875499998,0.18103711743759,0.676356502149959,0.83454898534077
"CEBPZ",0.039610000363119,7.58271728993057,0.180932915521292,0.676443861637453,0.834597803427768
"TRPV4",0.0883109113671299,2.43286849896617,0.180867490197473,0.676498864964751,0.83460669634128
"IGSF8",-0.113875174037895,0.88246113515252,0.180766978215741,0.67658398931927,0.834652746131621
"IREB2",0.0417288507941081,7.01741053796956,0.180444412964288,0.676853826708284,0.834873565252384
"OPLAH",-0.0665210780827433,2.16282844955669,0.180438928658349,0.676858610885237,0.834873565252384
"CFAP61",-0.195340254427489,-0.108780656815439,0.180027783324219,0.677208793007587,0.835228380200016
"RN7SL749P",0.103082226193453,1.24217191410359,0.179983367410469,0.677241933069066,0.835228380200016
"SERPINB6",0.0625961002343006,3.31017738006297,0.17986322894902,0.677342494664273,0.835262673539464
"AP001347.6",0.18039056598828,-0.342150904022494,0.179835652975176,0.677373520149006,0.835262673539464
"ANLN",-0.0405216247439926,6.77624482404299,0.179779100282918,0.677413239185997,0.835262673539464
"APP",-0.0421634523803955,8.12879724926767,0.179708938402858,0.677472304698381,0.835271831073458
"EXOSC8",0.0418459166246939,5.82712843931197,0.179656649680899,0.677516333485538,0.835271831073458
"TSPY26P",-0.0810760734841594,2.17866304352168,0.179574977161264,0.677585292558584,0.835280228402804
"PHKA1",-0.0518932824097821,4.83698295207683,0.179534980143985,0.677618813168831,0.835280228402804
"SLTM",-0.038649309696174,6.42261081422721,0.17941689063418,0.677718312384051,0.835343909850378
"ZDHHC24",-0.0544060962648801,3.31264357090343,0.179289596457322,0.677825674187531,0.835417272915208
"EEFSEC",-0.0789752618802828,2.19550973860778,0.179231090745663,0.677875117094603,0.83541924586816
"KIDINS220",0.0422847824908898,7.02771792461486,0.179059928864683,0.678019323617486,0.835473323234063
"AC125232.1",-0.0614497313389468,2.50072942935621,0.17904947223657,0.678028269082793,0.835473323234063
"AC007383.3",-0.0970202877733883,1.06046669973079,0.178992192961114,0.67807721395122,0.835473323234063
"SLC35E3",-0.0458081348631784,4.42615995210082,0.178952039500093,0.678110377402152,0.835473323234063
"POM121",-0.0603551995188034,3.64336072815702,0.178869893056908,0.678179770527187,0.835499869687156
"AC010890.1",0.158655530285442,-0.391254908349513,0.178680879540356,0.678348060331933,0.835648241941179
"EIF3H",-0.0463681176881974,8.11451910672294,0.178612768056936,0.678396899669633,0.835649454150052
"RALA",-0.0524615273051754,6.37692760460327,0.178495223316611,0.678496246247246,0.835712876629006
"DCK",-0.0477958049386781,4.52748552347098,0.178321168748197,0.678643428815552,0.835835206233402
"NGFR",0.330337749090045,-2.18464130592143,0.177845620594968,0.678733670769648,0.835887393961464
"ZNF853",0.0775908654435784,1.89903925230079,0.178103113902157,0.67882817518079,0.835944823343227
"CENPH",-0.0450631453567571,5.46347887155666,0.177926440172831,0.678977520021448,0.83606977326102
"C21orf33",-0.0752985011415661,2.87053270971546,0.177789366912877,0.679093724899676,0.836153901015241
"FBLN2",0.252609906269617,-1.5995962248588,0.17771741286693,0.67919022953737,0.836213762122369
"GDAP1",-0.0416839718364665,6.31541164821023,0.177612530783399,0.679243523244695,0.836220417576062
"RP11-649A18.4",0.113534710771436,0.855602146173493,0.177549362887986,0.679298056351448,0.836228597815226
"NFE2L1",0.0424263997080072,6.87507426213118,0.177328979534896,0.679484041822574,0.836398585810362
"CEP295",-0.0451139226140514,6.58189634880965,0.17724869800499,0.679552181148432,0.836423499486426
"GPBP1",0.0458086783160533,7.40453117294798,0.177093279496889,0.679684145061144,0.836517202659323
"AC009948.5",-0.0454806380627092,3.76667837206601,0.177003611595771,0.679760355596744,0.836517202659323
"RP5-857K21.6",0.0738184006710638,2.37674743274187,0.176963769790423,0.679794302817224,0.836517202659323
"DUSP8P5",-0.2301288555881,-0.857925441416051,0.176962778951708,0.679819930302282,0.836517202659323
